date_id,date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend
20050727,2005-07-27,2005,3,7,July,30,3,Wednesday,false
20050728,2005-07-28,2005,3,7,July,30,4,Thursday,false
20050729,2005-07-29,2005,3,7,July,30,5,Friday,false
20050730,2005-07-30,2005,3,7,July,30,6,Saturday,true
20050731,2005-07-31,2005,3,7,July,30,7,Sunday,true
20050801,2005-08-01,2005,3,8,August,31,1,Monday,false
20050802,2005-08-02,2005,3,8,August,31,2,Tuesday,false
20050803,2005-08-03,2005,3,8,August,31,3,Wednesday,false
20050804,2005-08-04,2005,3,8,August,31,4,Thursday,false
20050805,2005-08-05,2005,3,8,August,31,5,Friday,false
20050806,2005-08-06,2005,3,8,August,31,6,Saturday,true
20050807,2005-08-07,2005,3,8,August,31,7,Sunday,true
20050808,2005-08-08,2005,3,8,August,32,1,Monday,false
20050809,2005-08-09,2005,3,8,August,32,2,Tuesday,false
20050810,2005-08-10,2005,3,8,August,32,3,Wednesday,false
20050811,2005-08-11,2005,3,8,August,32,4,Thursday,false
20050812,2005-08-12,2005,3,8,August,32,5,Friday,false
20050813,2005-08-13,2005,3,8,August,32,6,Saturday,true
20050814,2005-08-14,2005,3,8,August,32,7,Sunday,true
20050815,2005-08-15,2005,3,8,August,33,1,Monday,false
20050816,2005-08-16,2005,3,8,August,33,2,Tuesday,false
20050817,2005-08-17,2005,3,8,August,33,3,Wednesday,false
20050818,2005-08-18,2005,3,8,August,33,4,Thursday,false
20050819,2005-08-19,2005,3,8,August,33,5,Friday,false
20050820,2005-08-20,2005,3,8,August,33,6,Saturday,true
20050821,2005-08-21,2005,3,8,August,33,7,Sunday,true
20050822,2005-08-22,2005,3,8,August,34,1,Monday,false
20050823,2005-08-23,2005,3,8,August,34,2,Tuesday,false
20050824,2005-08-24,2005,3,8,August,34,3,Wednesday,false
20050825,2005-08-25,2005,3,8,August,34,4,Thursday,false
20050826,2005-08-26,2005,3,8,August,34,5,Friday,false
20050827,2005-08-27,2005,3,8,August,34,6,Saturday,true
20050828,2005-08-28,2005,3,8,August,34,7,Sunday,true
20050829,2005-08-29,2005,3,8,August,35,1,Monday,false
20050830,2005-08-30,2005,3,8,August,35,2,Tuesday,false
20050831,2005-08-31,2005,3,8,August,35,3,Wednesday,false
20050901,2005-09-01,2005,3,9,September,35,4,Thursday,false
20050902,2005-09-02,2005,3,9,September,35,5,Friday,false
20050903,2005-09-03,2005,3,9,September,35,6,Saturday,true
20050904,2005-09-04,2005,3,9,September,35,7,Sunday,true
20050905,2005-09-05,2005,3,9,September,36,1,Monday,false
20050906,2005-09-06,2005,3,9,September,36,2,Tuesday,false
20050907,2005-09-07,2005,3,9,September,36,3,Wednesday,false
20050908,2005-09-08,2005,3,9,September,36,4,Thursday,false
20050909,2005-09-09,2005,3,9,September,36,5,Friday,false
20050910,2005-09-10,2005,3,9,September,36,6,Saturday,true
20050911,2005-09-11,2005,3,9,September,36,7,Sunday,true
20050912,2005-09-12,2005,3,9,September,37,1,Monday,false
20050913,2005-09-13,2005,3,9,September,37,2,Tuesday,false
20050914,2005-09-14,2005,3,9,September,37,3,Wednesday,false
20050915,2005-09-15,2005,3,9,September,37,4,Thursday,false
20050916,2005-09-16,2005,3,9,September,37,5,Friday,false
20050917,2005-09-17,2005,3,9,September,37,6,Saturday,true
20050918,2005-09-18,2005,3,9,September,37,7,Sunday,true
20050919,2005-09-19,2005,3,9,September,38,1,Monday,false
20050920,2005-09-20,2005,3,9,September,38,2,Tuesday,false
20050921,2005-09-21,2005,3,9,September,38,3,Wednesday,false
20050922,2005-09-22,2005,3,9,September,38,4,Thursday,false
20050923,2005-09-23,2005,3,9,September,38,5,Friday,false
20050924,2005-09-24,2005,3,9,September,38,6,Saturday,true
20050925,2005-09-25,2005,3,9,September,38,7,Sunday,true
20050926,2005-09-26,2005,3,9,September,39,1,Monday,false
20050927,2005-09-27,2005,3,9,September,39,2,Tuesday,false
20050928,2005-09-28,2005,3,9,September,39,3,Wednesday,false
20050929,2005-09-29,2005,3,9,September,39,4,Thursday,false
20050930,2005-09-30,2005,3,9,September,39,5,Friday,false
20051001,2005-10-01,2005,4,10,October,39,6,Saturday,true
20051002,2005-10-02,2005,4,10,October,39,7,Sunday,true
20051003,2005-10-03,2005,4,10,October,40,1,Monday,false
20051004,2005-10-04,2005,4,10,October,40,2,Tuesday,false
20051005,2005-10-05,2005,4,10,October,40,3,Wednesday,false
20051006,2005-10-06,2005,4,10,October,40,4,Thursday,false
20051007,2005-10-07,2005,4,10,October,40,5,Friday,false
20051008,2005-10-08,2005,4,10,October,40,6,Saturday,true
20051009,2005-10-09,2005,4,10,October,40,7,Sunday,true
20051010,2005-10-10,2005,4,10,October,41,1,Monday,false
20051011,2005-10-11,2005,4,10,October,41,2,Tuesday,false
20051012,2005-10-12,2005,4,10,October,41,3,Wednesday,false
20051013,2005-10-13,2005,4,10,October,41,4,Thursday,false
20051014,2005-10-14,2005,4,10,October,41,5,Friday,false
20051015,2005-10-15,2005,4,10,October,41,6,Saturday,true
20051016,2005-10-16,2005,4,10,October,41,7,Sunday,true
20051017,2005-10-17,2005,4,10,October,42,1,Monday,false
20051018,2005-10-18,2005,4,10,October,42,2,Tuesday,false
20051019,2005-10-19,2005,4,10,October,42,3,Wednesday,false
20051020,2005-10-20,2005,4,10,October,42,4,Thursday,false
20051021,2005-10-21,2005,4,10,October,42,5,Friday,false
20051022,2005-10-22,2005,4,10,October,42,6,Saturday,true
20051023,2005-10-23,2005,4,10,October,42,7,Sunday,true
20051024,2005-10-24,2005,4,10,October,43,1,Monday,false
20051025,2005-10-25,2005,4,10,October,43,2,Tuesday,false
20051026,2005-10-26,2005,4,10,October,43,3,Wednesday,false
20051027,2005-10-27,2005,4,10,October,43,4,Thursday,false
20051028,2005-10-28,2005,4,10,October,43,5,Friday,false
20051029,2005-10-29,2005,4,10,October,43,6,Saturday,true
20051030,2005-10-30,2005,4,10,October,43,7,Sunday,true
20051031,2005-10-31,2005,4,10,October,44,1,Monday,false
20051101,2005-11-01,2005,4,11,November,44,2,Tuesday,false
20051102,2005-11-02,2005,4,11,November,44,3,Wednesday,false
20051103,2005-11-03,2005,4,11,November,44,4,Thursday,false
20051104,2005-11-04,2005,4,11,November,44,5,Friday,false
20051105,2005-11-05,2005,4,11,November,44,6,Saturday,true
20051106,2005-11-06,2005,4,11,November,44,7,Sunday,true
20051107,2005-11-07,2005,4,11,November,45,1,Monday,false
20051108,2005-11-08,2005,4,11,November,45,2,Tuesday,false
20051109,2005-11-09,2005,4,11,November,45,3,Wednesday,false
20051110,2005-11-10,2005,4,11,November,45,4,Thursday,false
20051111,2005-11-11,2005,4,11,November,45,5,Friday,false
20051112,2005-11-12,2005,4,11,November,45,6,Saturday,true
20051113,2005-11-13,2005,4,11,November,45,7,Sunday,true
20051114,2005-11-14,2005,4,11,November,46,1,Monday,false
20051115,2005-11-15,2005,4,11,November,46,2,Tuesday,false
20051116,2005-11-16,2005,4,11,November,46,3,Wednesday,false
20051117,2005-11-17,2005,4,11,November,46,4,Thursday,false
20051118,2005-11-18,2005,4,11,November,46,5,Friday,false
20051119,2005-11-19,2005,4,11,November,46,6,Saturday,true
20051120,2005-11-20,2005,4,11,November,46,7,Sunday,true
20051121,2005-11-21,2005,4,11,November,47,1,Monday,false
20051122,2005-11-22,2005,4,11,November,47,2,Tuesday,false
20051123,2005-11-23,2005,4,11,November,47,3,Wednesday,false
20051124,2005-11-24,2005,4,11,November,47,4,Thursday,false
20051125,2005-11-25,2005,4,11,November,47,5,Friday,false
20051126,2005-11-26,2005,4,11,November,47,6,Saturday,true
20051127,2005-11-27,2005,4,11,November,47,7,Sunday,true
20051128,2005-11-28,2005,4,11,November,48,1,Monday,false
20051129,2005-11-29,2005,4,11,November,48,2,Tuesday,false
20051130,2005-11-30,2005,4,11,November,48,3,Wednesday,false
20051201,2005-12-01,2005,4,12,December,48,4,Thursday,false
20051202,2005-12-02,2005,4,12,December,48,5,Friday,false
20051203,2005-12-03,2005,4,12,December,48,6,Saturday,true
20051204,2005-12-04,2005,4,12,December,48,7,Sunday,true
20051205,2005-12-05,2005,4,12,December,49,1,Monday,false
20051206,2005-12-06,2005,4,12,December,49,2,Tuesday,false
20051207,2005-12-07,2005,4,12,December,49,3,Wednesday,false
20051208,2005-12-08,2005,4,12,December,49,4,Thursday,false
20051209,2005-12-09,2005,4,12,December,49,5,Friday,false
20051210,2005-12-10,2005,4,12,December,49,6,Saturday,true
20051211,2005-12-11,2005,4,12,December,49,7,Sunday,true
20051212,2005-12-12,2005,4,12,December,50,1,Monday,false
20051213,2005-12-13,2005,4,12,December,50,2,Tuesday,false
20051214,2005-12-14,2005,4,12,December,50,3,Wednesday,false
20051215,2005-12-15,2005,4,12,December,50,4,Thursday,false
20051216,2005-12-16,2005,4,12,December,50,5,Friday,false
20051217,2005-12-17,2005,4,12,December,50,6,Saturday,true
20051218,2005-12-18,2005,4,12,December,50,7,Sunday,true
20051219,2005-12-19,2005,4,12,December,51,1,Monday,false
20051220,2005-12-20,2005,4,12,December,51,2,Tuesday,false
20051221,2005-12-21,2005,4,12,December,51,3,Wednesday,false
20051222,2005-12-22,2005,4,12,December,51,4,Thursday,false
20051223,2005-12-23,2005,4,12,December,51,5,Friday,false
20051224,2005-12-24,2005,4,12,December,51,6,Saturday,true
20051225,2005-12-25,2005,4,12,December,51,7,Sunday,true
20051226,2005-12-26,2005,4,12,December,52,1,Monday,false
20051227,2005-12-27,2005,4,12,December,52,2,Tuesday,false
20051228,2005-12-28,2005,4,12,December,52,3,Wednesday,false
20051229,2005-12-29,2005,4,12,December,52,4,Thursday,false
20051230,2005-12-30,2005,4,12,December,52,5,Friday,false
20051231,2005-12-31,2005,4,12,December,52,6,Saturday,true
20060101,2006-01-01,2006,1,1,January,52,7,Sunday,true
20060102,2006-01-02,2006,1,1,January,1,1,Monday,false
20060103,2006-01-03,2006,1,1,January,1,2,Tuesday,false
20060104,2006-01-04,2006,1,1,January,1,3,Wednesday,false
20060105,2006-01-05,2006,1,1,January,1,4,Thursday,false
20060106,2006-01-06,2006,1,1,January,1,5,Friday,false
20060107,2006-01-07,2006,1,1,January,1,6,Saturday,true
20060108,2006-01-08,2006,1,1,January,1,7,Sunday,true
20060109,2006-01-09,2006,1,1,January,2,1,Monday,false
20060110,2006-01-10,2006,1,1,January,2,2,Tuesday,false
20060111,2006-01-11,2006,1,1,January,2,3,Wednesday,false
20060112,2006-01-12,2006,1,1,January,2,4,Thursday,false
20060113,2006-01-13,2006,1,1,January,2,5,Friday,false
20060114,2006-01-14,2006,1,1,January,2,6,Saturday,true
20060115,2006-01-15,2006,1,1,January,2,7,Sunday,true
20060116,2006-01-16,2006,1,1,January,3,1,Monday,false
20060117,2006-01-17,2006,1,1,January,3,2,Tuesday,false
20060118,2006-01-18,2006,1,1,January,3,3,Wednesday,false
20060119,2006-01-19,2006,1,1,January,3,4,Thursday,false
20060120,2006-01-20,2006,1,1,January,3,5,Friday,false
20060121,2006-01-21,2006,1,1,January,3,6,Saturday,true
20060122,2006-01-22,2006,1,1,January,3,7,Sunday,true
20060123,2006-01-23,2006,1,1,January,4,1,Monday,false
20060124,2006-01-24,2006,1,1,January,4,2,Tuesday,false
20060125,2006-01-25,2006,1,1,January,4,3,Wednesday,false
20060126,2006-01-26,2006,1,1,January,4,4,Thursday,false
20060127,2006-01-27,2006,1,1,January,4,5,Friday,false
20060128,2006-01-28,2006,1,1,January,4,6,Saturday,true
20060129,2006-01-29,2006,1,1,January,4,7,Sunday,true
20060130,2006-01-30,2006,1,1,January,5,1,Monday,false
20060131,2006-01-31,2006,1,1,January,5,2,Tuesday,false
20060201,2006-02-01,2006,1,2,February,5,3,Wednesday,false
20060202,2006-02-02,2006,1,2,February,5,4,Thursday,false
20060203,2006-02-03,2006,1,2,February,5,5,Friday,false
20060204,2006-02-04,2006,1,2,February,5,6,Saturday,true
20060205,2006-02-05,2006,1,2,February,5,7,Sunday,true
20060206,2006-02-06,2006,1,2,February,6,1,Monday,false
20060207,2006-02-07,2006,1,2,February,6,2,Tuesday,false
20060208,2006-02-08,2006,1,2,February,6,3,Wednesday,false
20060209,2006-02-09,2006,1,2,February,6,4,Thursday,false
20060210,2006-02-10,2006,1,2,February,6,5,Friday,false
20060211,2006-02-11,2006,1,2,February,6,6,Saturday,true
20060212,2006-02-12,2006,1,2,February,6,7,Sunday,true
20060213,2006-02-13,2006,1,2,February,7,1,Monday,false
20060214,2006-02-14,2006,1,2,February,7,2,Tuesday,false
20060215,2006-02-15,2006,1,2,February,7,3,Wednesday,false
20060216,2006-02-16,2006,1,2,February,7,4,Thursday,false
20060217,2006-02-17,2006,1,2,February,7,5,Friday,false
20060218,2006-02-18,2006,1,2,February,7,6,Saturday,true
20060219,2006-02-19,2006,1,2,February,7,7,Sunday,true
20060220,2006-02-20,2006,1,2,February,8,1,Monday,false
20060221,2006-02-21,2006,1,2,February,8,2,Tuesday,false
20060222,2006-02-22,2006,1,2,February,8,3,Wednesday,false
20060223,2006-02-23,2006,1,2,February,8,4,Thursday,false
20060224,2006-02-24,2006,1,2,February,8,5,Friday,false
20060225,2006-02-25,2006,1,2,February,8,6,Saturday,true
20060226,2006-02-26,2006,1,2,February,8,7,Sunday,true
20060227,2006-02-27,2006,1,2,February,9,1,Monday,false
20060228,2006-02-28,2006,1,2,February,9,2,Tuesday,false
20060301,2006-03-01,2006,1,3,March,9,3,Wednesday,false
20060302,2006-03-02,2006,1,3,March,9,4,Thursday,false
20060303,2006-03-03,2006,1,3,March,9,5,Friday,false
20060304,2006-03-04,2006,1,3,March,9,6,Saturday,true
20060305,2006-03-05,2006,1,3,March,9,7,Sunday,true
20060306,2006-03-06,2006,1,3,March,10,1,Monday,false
20060307,2006-03-07,2006,1,3,March,10,2,Tuesday,false
20060308,2006-03-08,2006,1,3,March,10,3,Wednesday,false
20060309,2006-03-09,2006,1,3,March,10,4,Thursday,false
20060310,2006-03-10,2006,1,3,March,10,5,Friday,false
20060311,2006-03-11,2006,1,3,March,10,6,Saturday,true
20060312,2006-03-12,2006,1,3,March,10,7,Sunday,true
20060313,2006-03-13,2006,1,3,March,11,1,Monday,false
20060314,2006-03-14,2006,1,3,March,11,2,Tuesday,false
20060315,2006-03-15,2006,1,3,March,11,3,Wednesday,false
20060316,2006-03-16,2006,1,3,March,11,4,Thursday,false
20060317,2006-03-17,2006,1,3,March,11,5,Friday,false
20060318,2006-03-18,2006,1,3,March,11,6,Saturday,true
20060319,2006-03-19,2006,1,3,March,11,7,Sunday,true
20060320,2006-03-20,2006,1,3,March,12,1,Monday,false
20060321,2006-03-21,2006,1,3,March,12,2,Tuesday,false
20060322,2006-03-22,2006,1,3,March,12,3,Wednesday,false
20060323,2006-03-23,2006,1,3,March,12,4,Thursday,false
20060324,2006-03-24,2006,1,3,March,12,5,Friday,false
20060325,2006-03-25,2006,1,3,March,12,6,Saturday,true
20060326,2006-03-26,2006,1,3,March,12,7,Sunday,true
20060327,2006-03-27,2006,1,3,March,13,1,Monday,false
20060328,2006-03-28,2006,1,3,March,13,2,Tuesday,false
20060329,2006-03-29,2006,1,3,March,13,3,Wednesday,false
20060330,2006-03-30,2006,1,3,March,13,4,Thursday,false
20060331,2006-03-31,2006,1,3,March,13,5,Friday,false
20060401,2006-04-01,2006,2,4,April,13,6,Saturday,true
20060402,2006-04-02,2006,2,4,April,13,7,Sunday,true
20060403,2006-04-03,2006,2,4,April,14,1,Monday,false
20060404,2006-04-04,2006,2,4,April,14,2,Tuesday,false
20060405,2006-04-05,2006,2,4,April,14,3,Wednesday,false
20060406,2006-04-06,2006,2,4,April,14,4,Thursday,false
20060407,2006-04-07,2006,2,4,April,14,5,Friday,false
20060408,2006-04-08,2006,2,4,April,14,6,Saturday,true
20060409,2006-04-09,2006,2,4,April,14,7,Sunday,true
20060410,2006-04-10,2006,2,4,April,15,1,Monday,false
20060411,2006-04-11,2006,2,4,April,15,2,Tuesday,false
20060412,2006-04-12,2006,2,4,April,15,3,Wednesday,false
20060413,2006-04-13,2006,2,4,April,15,4,Thursday,false
20060414,2006-04-14,2006,2,4,April,15,5,Friday,false
20060415,2006-04-15,2006,2,4,April,15,6,Saturday,true
20060416,2006-04-16,2006,2,4,April,15,7,Sunday,true
20060417,2006-04-17,2006,2,4,April,16,1,Monday,false
20060418,2006-04-18,2006,2,4,April,16,2,Tuesday,false
20060419,2006-04-19,2006,2,4,April,16,3,Wednesday,false
20060420,2006-04-20,2006,2,4,April,16,4,Thursday,false
20060421,2006-04-21,2006,2,4,April,16,5,Friday,false
20060422,2006-04-22,2006,2,4,April,16,6,Saturday,true
20060423,2006-04-23,2006,2,4,April,16,7,Sunday,true
20060424,2006-04-24,2006,2,4,April,17,1,Monday,false
20060425,2006-04-25,2006,2,4,April,17,2,Tuesday,false
20060426,2006-04-26,2006,2,4,April,17,3,Wednesday,false
20060427,2006-04-27,2006,2,4,April,17,4,Thursday,false
20060428,2006-04-28,2006,2,4,April,17,5,Friday,false
20060429,2006-04-29,2006,2,4,April,17,6,Saturday,true
20060430,2006-04-30,2006,2,4,April,17,7,Sunday,true
20060501,2006-05-01,2006,2,5,May,18,1,Monday,false
20060502,2006-05-02,2006,2,5,May,18,2,Tuesday,false
20060503,2006-05-03,2006,2,5,May,18,3,Wednesday,false
20060504,2006-05-04,2006,2,5,May,18,4,Thursday,false
20060505,2006-05-05,2006,2,5,May,18,5,Friday,false
20060506,2006-05-06,2006,2,5,May,18,6,Saturday,true
20060507,2006-05-07,2006,2,5,May,18,7,Sunday,true
20060508,2006-05-08,2006,2,5,May,19,1,Monday,false
